degree,infected_neighbors,exposure_time,shortest_path,centrality,infection_probability,infected
23,1,173,1,0.25730476499136434,0.0074,0
17,2,163,3,0.003494981109347095,0.016,0
2,4,147,3,0.966737574672076,0.949,1
20,3,71,2,0.8638485618518413,0.5789,1
21,5,146,1,0.5136986184699268,0.9993,1
20,0,3,1,0.2541522881190068,0.0001,0
22,1,289,1,0.6929752101992367,0.0428,0
5,5,111,3,0.4348010845499275,0.9911,1
24,3,226,1,0.8033495334226994,0.9364,1
8,1,287,2,0.9995181101809494,0.0146,0
20,1,149,2,0.3490826074898701,0.0023,0
14,2,258,3,0.24440304347804775,0.0476,0
19,3,143,3,0.26738248879475823,0.3412,0
15,1,39,2,0.09334624568067196,0.0004,0
16,3,7,3,0.3940461965001554,0.1561,0
15,2,40,2,0.017425052716909306,0.0075,0
19,3,282,2,0.1143955574012756,0.629,1
18,0,142,1,0.2716957472726703,0.0002,0
3,3,95,1,0.15986277590948073,0.3231,0
20,5,133,2,0.7321590995007252,0.9986,1
13,0,76,1,0.10560479086790031,0.0001,0
8,1,261,1,0.8659941050245247,0.0243,0
12,4,299,2,0.22111450371095287,0.9716,1
24,3,25,2,0.10859061697156769,0.2017,0
21,4,215,3,0.010106644431258527,0.9261,1
20,3,100,3,0.7152050043221464,0.4824,0
11,4,14,3,0.256616745938542,0.6996,1
19,3,276,1,0.5094986051377748,0.9062,1
9,0,18,2,0.11161604667215574,0.0,0
17,4,61,3,0.9852959232362493,0.9523,1
15,2,7,2,0.1253847390699553,0.0071,0
6,0,141,2,0.4119259266418782,0.0001,0
6,2,179,2,0.8516495023344659,0.0754,0
1,2,96,2,0.24488694848040682,0.0094,0
3,0,21,2,0.2669717853461734,0.0,0
10,5,34,1,0.8084995158907329,0.9983,1
11,1,280,2,0.2733396571920127,0.0038,0
4,1,241,1,0.0028713110948129783,0.0031,0
10,2,281,3,0.4279137204899498,0.0668,0
15,4,159,3,0.01253520967847499,0.8539,1
5,4,163,2,0.9097922838293668,0.9685,1
8,4,235,2,0.6418132241792209,0.9744,1
9,1,184,3,0.5830142662212422,0.0021,0
12,5,130,2,0.2015895108623631,0.9939,1
9,4,87,2,0.6999461854286363,0.9292,1
18,2,145,1,0.6772546436783458,0.1768,0
8,3,19,1,0.060463573925364944,0.2105,0
10,0,57,1,0.8808465308105725,0.0003,0
9,4,221,1,0.5794133629298055,0.9885,1
4,5,260,3,0.7924668810386102,0.9987,1
17,2,30,2,0.2629140721288442,0.0124,0
5,3,29,3,0.12204779975345414,0.0692,0
7,2,25,2,0.7024495731867846,0.0173,0
19,0,237,3,0.7938826862551621,0.0004,0
23,3,93,2,0.3860335336192914,0.4246,0
16,4,98,2,0.02369227531631124,0.8407,1
22,5,3,3,0.8182540246538645,0.9956,1
21,5,291,2,0.20609390633044067,0.999,1
12,2,130,1,0.3390319418974882,0.0666,0
19,5,239,2,0.6282310077771303,0.9993,1
8,3,212,2,0.09995471921130272,0.3465,0
11,3,42,2,0.07199576613846315,0.1238,0
13,3,240,3,0.02570377157527426,0.3469,0
24,5,165,3,0.9166398602394554,0.9992,1
21,4,181,2,0.31138274426865564,0.9601,1
12,0,60,1,0.6606588151171319,0.0002,0
16,0,254,2,0.9892352490177422,0.0008,0
5,2,279,3,0.6694507935619435,0.0816,0
20,3,121,1,0.52509479585618,0.7422,1
13,4,27,3,0.5209199335172385,0.8296,1
13,2,254,2,0.3769171484555517,0.0772,0
19,3,266,3,0.5997796559550853,0.7373,1
15,5,151,3,0.9587913895457043,0.9986,1
1,2,173,3,0.7880440336983101,0.0367,0
7,2,66,3,0.4242266170332375,0.0101,0
4,3,20,1,0.33244482903253325,0.275,0
18,2,283,2,0.8835315296231214,0.2738,0
0,5,144,1,0.1357858256265938,0.9958,1
5,5,82,1,0.8495852569643018,0.9987,1
14,3,207,1,0.25507676134233237,0.7179,1
17,2,7,3,0.7156292357759177,0.0181,0
12,3,23,2,0.80622058077483,0.3551,0
21,1,72,3,0.4769965172634726,0.0012,0
22,2,135,1,0.19228397614227433,0.0838,0
3,1,110,1,0.8447677434623754,0.0052,0
23,0,56,3,0.36750834505331476,0.0,0
15,0,105,3,0.3206802604825193,0.0,0
15,3,100,3,0.5100161823534396,0.325,0
2,0,157,1,0.4350862411039177,0.0002,0
15,3,168,2,0.6830522170387242,0.626,1
18,2,264,1,0.13719780837266538,0.1643,0
14,2,242,3,0.43568965404787297,0.0603,0
2,4,87,1,0.891701811225204,0.9736,1
13,3,270,3,0.03606270943972545,0.4104,0
23,4,156,1,0.4573383331533264,0.9874,1
18,4,56,1,0.6605319663852102,0.9756,1
3,0,102,3,0.8877110870419853,0.0001,0
23,1,222,2,0.5937862269331757,0.0081,0
23,3,246,2,0.8244842712393285,0.8639,1
4,5,112,2,0.22269101895928645,0.9898,1
20,0,47,1,0.35280943622785954,0.0001,0
10,0,57,3,0.9421322739280427,0.0001,0
14,5,31,2,0.8859751130926863,0.9968,1
11,5,209,1,0.5579529826887045,0.9994,1
19,1,150,2,0.47548833779484523,0.0029,0
24,2,135,1,0.4510673914544585,0.1451,0
19,3,201,1,0.05878966156701604,0.6773,1
23,1,248,2,0.8923771039565669,0.018,0
23,1,238,1,0.8181495084153355,0.038,0
2,2,41,1,0.4562511447278671,0.0254,0
6,3,176,2,0.2794399727194734,0.3373,0
18,1,264,2,0.34292060642653055,0.0054,0
14,2,232,1,0.12316058587288947,0.107,0
1,1,98,3,0.7217897413057226,0.0009,0
2,4,117,3,0.5566698565548577,0.8646,1
13,0,267,1,0.23410342282489494,0.0005,0
15,1,9,1,0.6230055720776897,0.0027,0
4,1,157,2,0.9792302142549747,0.0039,0
4,5,34,3,0.1223951354761792,0.9675,1
3,5,268,1,0.45848501062532776,0.9993,1
14,3,11,3,0.4941588209221267,0.1745,0
0,0,7,1,0.16679721382380241,0.0,0
14,4,98,1,0.5315802109973148,0.9729,1
11,2,60,3,0.60597725854809,0.0168,0
11,5,148,1,0.1573445388184953,0.9978,1
16,2,89,1,0.1547238990088764,0.0411,0
13,5,106,3,0.856348715633756,0.9973,1
18,4,169,2,0.31138743667004487,0.9493,1
19,1,168,2,0.630333387078631,0.0045,0
23,4,280,3,0.6267730756752141,0.9879,1
19,1,144,2,0.839170875582635,0.0056,0
12,2,169,2,0.7398946312315234,0.075,0
12,1,203,1,0.8405764334382778,0.0175,0
5,4,52,2,0.6252147896506657,0.8736,1
14,1,200,1,0.449457160513994,0.0087,0
3,3,258,3,0.3935665213130747,0.4385,0
23,3,95,2,0.37902976666143584,0.4253,0
21,4,53,1,0.4183930979091578,0.9654,1
2,5,103,3,0.12930925215377032,0.9798,1
19,0,82,1,0.423958371003167,0.0002,0
2,5,175,1,0.38944490720262115,0.9982,1
18,0,259,3,0.03457166331823147,0.0001,0
2,3,178,3,0.27513075532634,0.2314,0
12,2,37,3,0.7519069747402168,0.0194,0
16,3,94,2,0.5779455714096253,0.4349,0
18,4,206,3,0.8061674967560302,0.9801,1
10,5,99,1,0.5426880443807649,0.9984,1
23,2,175,2,0.8540837654752674,0.1565,0
19,5,208,1,0.7960670996017167,0.9997,1
5,1,98,2,0.09828457014224712,0.0004,0
16,1,194,1,0.9770063680159924,0.0258,0
18,2,119,1,0.014747446901328787,0.0439,0
8,3,40,2,0.5968380379296185,0.2547,0
18,4,111,3,0.7925115093167623,0.9559,1
22,4,132,2,0.33189413985090344,0.946,1
20,1,0,2,0.5985697922971579,0.0011,0
19,1,267,2,0.3621225308474483,0.006,0
15,5,158,2,0.0606149750075019,0.9944,1
6,2,10,1,0.008461519089330904,0.0099,0
19,1,260,2,0.09486203011118832,0.0034,0
9,5,256,3,0.0984095941200468,0.9957,1
13,2,3,1,0.6108897773937499,0.0429,0
7,5,48,2,0.5258652309625133,0.9918,1
7,5,109,3,0.45546330017314207,0.9921,1
3,5,152,2,0.6919214756024176,0.997,1
24,3,217,1,0.016826137012448394,0.739,1
3,4,127,2,0.2709834814157309,0.8519,1
2,5,183,3,0.7773927312876279,0.9971,1
23,1,3,1,0.9099771065171185,0.0067,0
13,0,197,2,0.4383365962375816,0.0001,0
10,1,274,3,0.08148398013846636,0.0017,0
18,3,157,1,0.798728739228488,0.8587,1
9,3,136,2,0.8851704332727336,0.5873,1
3,0,89,3,0.41366027069371947,0.0,0
18,3,286,2,0.24335525392027701,0.6833,1
4,1,9,2,0.04397166822294529,0.0002,0
13,3,86,1,0.591082821894856,0.6336,1
23,3,41,3,0.9098694905624992,0.4943,0
23,3,259,2,0.6778880255203257,0.8407,1
9,2,144,3,0.31724859789473436,0.0171,0
19,2,276,2,0.6428883242899669,0.1877,0
15,4,199,2,0.8320684074480255,0.9832,1
11,4,167,2,0.4758300593494579,0.9475,1
3,4,155,3,0.8197484899978386,0.9397,1
9,2,60,3,0.3919096766663541,0.0099,0
16,2,168,1,0.34850567859577064,0.1087,0
24,1,205,3,0.582988625878554,0.0052,0
0,3,289,3,0.46468641769448127,0.5009,1
17,0,164,1,0.9771119204610832,0.0011,0
21,2,281,1,0.5163894235281747,0.3597,0
23,1,283,3,0.38517202891602154,0.0063,0
10,3,156,3,0.39493354312853624,0.322,0
2,5,131,2,0.5479399506131166,0.995,1
6,5,42,2,0.3549120380081954,0.9874,1
21,2,80,3,0.722906601964936,0.0402,0
21,0,263,1,0.3806629277016409,0.0009,0
15,1,41,1,0.3841443865252431,0.0021,0
3,0,119,3,0.6169732493768046,0.0,0
3,4,209,1,0.06084687269600997,0.9531,1
11,5,72,2,0.6553549181151461,0.9958,1
14,3,292,2,0.5049722171586871,0.7581,1
0,1,194,2,0.45302611428664163,0.0015,0
17,0,8,1,0.7192529907079513,0.0002,0
13,5,74,3,0.758255782004861,0.9957,1
0,1,222,3,0.8462608634124593,0.003,0
2,0,258,1,0.37480312081744727,0.0003,0
11,1,278,2,0.3270376922533811,0.0042,0
18,1,255,1,0.7143421014945195,0.028,0
20,3,22,1,0.5818048591404459,0.5856,1
10,5,218,3,0.6318015463518166,0.9981,1
7,1,33,2,0.5555229071058353,0.0007,0
24,4,22,2,0.7726930232038545,0.9492,1
11,0,207,3,0.19004088849215317,0.0001,0
7,0,143,3,0.5557121327413967,0.0001,0
11,0,194,3,0.1581017889436298,0.0001,0
0,5,255,3,0.4072519392909919,0.9963,1
7,3,20,2,0.6639938234160748,0.2393,0
12,4,158,2,0.4930716083141704,0.9479,1
22,0,250,1,0.37959153667218126,0.0009,0
18,0,132,3,0.8849700014156061,0.0002,0
19,5,157,1,0.7728257144974784,0.9996,1
13,0,149,3,0.526290785000375,0.0001,0
2,0,272,3,0.9500531556754879,0.0003,0
9,3,14,1,0.42436528943499385,0.3577,0
24,3,263,3,0.788072927588106,0.8367,1
1,1,244,3,0.16793623980141792,0.001,0
21,2,243,2,0.28579247711059697,0.0867,0
17,4,123,2,0.33808558133395483,0.9276,1
7,2,154,3,0.10582075270452329,0.0111,0
19,2,110,2,0.5018048150760679,0.0419,0
20,0,75,1,0.19226013412649567,0.0001,0
1,2,262,1,0.6341858894496586,0.1825,0
2,4,151,3,0.1900923595730183,0.8029,1
16,3,217,2,0.12350625733927534,0.4637,0
24,5,30,1,0.9690867275989246,0.9994,1
0,0,236,3,0.6582403058111063,0.0001,0
16,0,197,1,0.9364509147084885,0.0012,0
3,3,299,1,0.48988779199323196,0.8349,1
16,1,40,2,0.033402463063374244,0.0004,0
15,3,162,1,0.5743711704314439,0.7769,1
2,5,153,2,0.5583288868357085,0.9959,1
17,2,161,3,0.014975605936593972,0.0161,0
22,3,16,3,0.8612420444018316,0.4065,0
21,4,141,3,0.6199706806164247,0.9581,1
0,0,89,1,0.7446911693761461,0.0002,0
6,5,185,1,0.4939211061575146,0.9989,1
6,1,69,3,0.618402437908263,0.0007,0
11,4,130,2,0.2574698932285242,0.8954,1
3,3,186,3,0.9737577677686472,0.5777,1
21,0,19,1,0.4007200075476651,0.0001,0
19,4,236,3,0.1623266213376291,0.9482,1
20,1,214,2,0.055915418374627324,0.0022,0
4,3,17,3,0.6361719330853711,0.1518,0
0,5,19,1,0.9833798511764558,0.9978,1
22,5,255,2,0.8957944968462817,0.9997,1
7,5,84,3,0.7021045674864136,0.9941,1
16,2,258,2,0.9905979289928608,0.2554,0
22,3,149,2,0.7228282620421065,0.687,1
0,1,102,1,0.33925112340139596,0.0015,0
0,5,82,3,0.6012181330601731,0.9896,1
0,2,197,1,0.07976664248556153,0.0392,0
3,4,32,2,0.22168249022254083,0.7025,1
1,2,120,3,0.4175402359284922,0.0116,0
20,4,103,2,0.20181849356304526,0.9056,1
15,1,46,2,0.9535010148281706,0.0026,0
24,4,105,1,0.9955975267446494,0.9937,1
20,0,158,2,0.37093592012166543,0.0001,0
24,0,203,3,0.7092289860771986,0.0003,0
5,2,25,1,0.40777073066324054,0.0235,0
7,2,261,2,0.1395092043862064,0.0393,0
21,4,263,2,0.33692684770210857,0.9804,1
6,2,207,1,0.2333716987156632,0.0752,0
1,0,277,3,0.32807822040741974,0.0001,0
16,1,128,2,0.21502168839771651,0.0012,0
20,2,246,1,0.1123451190582464,0.1511,0
24,3,218,2,0.2174284293624129,0.6108,1
23,3,168,3,0.9057570318298428,0.7364,1
3,1,53,3,0.08522167577652873,0.0002,0
19,3,167,2,0.3247566437552345,0.4976,0
21,3,270,2,0.5284498945026354,0.7951,1
17,4,295,3,0.3545126561783568,0.9755,1
20,3,134,1,0.5176070950188872,0.7597,1
20,4,74,1,0.04342006023435396,0.9372,1
11,1,224,2,0.6485696333643778,0.005,0
1,4,22,2,0.5634788015560602,0.7957,1
11,0,45,2,0.6809662658546916,0.0001,0
5,0,168,1,0.567257815827237,0.0003,0
2,5,297,3,0.4379035824256632,0.9978,1
3,2,98,2,0.35014154229408245,0.0129,0
17,3,132,3,0.2264351900997762,0.2826,0
12,3,96,3,0.5000677268066126,0.2821,0
13,4,132,3,0.026052452377506974,0.8127,1
18,1,2,2,0.32824082809932575,0.0006,0
13,1,178,2,0.6778722935645294,0.004,0
15,0,178,1,0.10871703968635926,0.0002,0
2,5,94,2,0.06289124231952858,0.9822,1
21,1,79,3,0.6521786052913653,0.0018,0
11,3,228,2,0.39777472114235024,0.5608,1
3,2,56,1,0.8018250365493811,0.0584,0
20,0,14,1,0.9373113039713239,0.0003,0
18,2,12,2,0.957040453732577,0.0437,0
1,0,264,2,0.4255928538941792,0.0001,0
4,1,109,3,0.2643272242750323,0.0005,0
0,0,30,3,0.608613738742478,0.0,0
6,4,263,2,0.6281929259282364,0.977,1
2,3,44,2,0.6223449360758967,0.2159,0
17,5,101,3,0.32177861371888117,0.9933,1
13,2,6,1,0.06375173641730303,0.0152,0
24,1,203,2,0.21000483882559895,0.0034,0
18,3,209,2,0.15441942802223374,0.4874,0
15,5,226,3,0.12390034578331022,0.9961,1
12,3,78,3,0.9262833210715731,0.4423,0
1,0,98,2,0.013847645973967926,0.0,0
1,1,281,2,0.6018577392363217,0.0045,0
15,5,246,3,0.9474737957401368,0.9994,1
0,3,11,2,0.3600531274941279,0.1007,0
1,5,207,1,0.5270980891724625,0.9989,1
5,3,243,1,0.6957836634751596,0.841,1
22,0,167,3,0.31716969465823885,0.0001,0
11,5,191,2,0.47765198770724915,0.9978,1
17,4,0,1,0.817102850332752,0.9702,1
10,4,9,3,0.7453556652802635,0.8496,1
4,5,10,3,0.8084494114928407,0.9897,1
9,1,47,2,0.987340163627656,0.0021,0
2,5,297,1,0.370327474936179,0.9993,1
19,1,190,3,0.7470912629357731,0.0049,0
4,5,234,1,0.6027845671019829,0.9994,1
9,1,88,2,0.6666047672211963,0.0015,0
24,3,281,3,0.7398739048329345,0.8438,1
14,4,59,2,0.7497313169463148,0.9364,1
11,0,270,1,0.8857451492948196,0.0016,0
13,0,9,1,0.3493216752360554,0.0001,0
19,5,6,2,0.6534813561119106,0.9951,1
6,0,23,3,0.28029043159685585,0.0,0
15,3,237,3,0.5945687051169751,0.641,1
21,5,77,1,0.7511751401719279,0.9992,1
14,3,135,1,0.7910010861616403,0.8031,1
11,2,141,3,0.42012450298912274,0.0226,0
3,2,236,1,0.5087202232013598,0.1339,0
6,3,104,1,0.33384985117017285,0.4584,0
23,3,2,2,0.1690363465396305,0.183,0
13,3,115,2,0.2605174051925322,0.2949,0
7,0,86,1,0.9121370048998244,0.0003,0
10,3,219,1,0.30896954240931596,0.7195,1
14,4,225,1,0.9747593335456102,0.996,1
13,4,27,2,0.24147808521538172,0.7953,1
17,0,237,1,0.7230710874810448,0.0012,0
6,4,21,1,0.5739032935718357,0.9323,1
16,4,185,2,0.6968700495247986,0.9767,1
11,1,116,1,0.643957946609181,0.0055,0
23,5,90,1,0.7067485835975892,0.9993,1
3,3,144,2,0.905547048435459,0.5399,1
3,2,93,1,0.5634694960624814,0.0498,0
11,4,238,2,0.06784878290399521,0.9351,1
12,3,290,2,0.27082543444689955,0.6358,1
17,3,244,2,0.7082189804087639,0.7856,1
10,1,131,2,0.49407462797567336,0.0016,0
22,5,150,3,0.5485519826196869,0.9978,1
11,5,134,1,0.5965804553802915,0.999,1
3,0,238,1,0.38262927298456995,0.0003,0
2,4,165,1,0.7738955250878552,0.9824,1
24,0,140,3,0.7235348838965485,0.0002,0
3,2,122,3,0.7142994121931139,0.0232,0
23,5,112,3,0.7153101740349447,0.9979,1
6,1,165,2,0.8903580016542478,0.0039,0
2,2,206,2,0.5953927794432744,0.0477,0
7,1,129,2,0.9670721994969583,0.0035,0
15,4,241,1,0.1191926843906379,0.9819,1
10,2,248,2,0.6319589765938644,0.1024,0
19,3,128,2,0.7169265459357955,0.6105,1
15,5,272,1,0.4772204109543595,0.9997,1
10,3,51,3,0.28820838645693647,0.1379,0
15,4,279,3,0.550037452711099,0.979,1
24,0,88,1,0.3647476802907027,0.0002,0
10,1,169,3,0.9091240710678165,0.0037,0
3,5,85,1,0.3567924125332549,0.9962,1
10,5,132,3,0.17570699270212908,0.9902,1
21,3,102,3,0.5763891401654528,0.4301,0
5,2,211,1,0.39599259138036935,0.0997,0
23,1,24,2,0.09589814480084102,0.0006,0
14,5,251,1,0.5648423509979084,0.9996,1
15,4,271,3,0.5378464111657014,0.977,1
7,1,168,1,0.1731970866331951,0.0027,0
23,3,164,1,0.5976381689598429,0.847,1
0,3,209,1,0.567358973857489,0.7059,1
7,2,59,1,0.773612623041591,0.0684,0
10,5,224,1,0.36156992984263436,0.9992,1
11,0,65,2,0.2487595236636393,0.0,0
11,1,202,2,0.9512198869707755,0.0077,0
3,0,91,2,0.5612175227827881,0.0,0
5,4,223,1,0.027139958884180304,0.9594,1
2,3,237,1,0.8207116841117432,0.8475,1
14,5,62,3,0.19675806091894077,0.9863,1
8,3,185,1,0.7860363176458435,0.8195,1
14,0,149,1,0.7051624271559648,0.0005,0
14,2,88,2,0.9688137242631573,0.0672,0
17,0,176,1,0.9655793015945262,0.0012,0
13,4,297,2,0.27441062465575994,0.9752,1
16,4,0,3,0.7664495812234184,0.8807,1
14,5,287,1,0.31685508577992394,0.9996,1
16,2,256,3,0.6291979388295943,0.105,0
15,1,158,2,0.5977460849545931,0.0032,0
7,0,183,2,0.05454351562116466,0.0,0
6,2,110,2,0.005181749835357574,0.0084,0
19,2,38,2,0.05776401459480951,0.0098,0
8,4,171,1,0.1279420475317411,0.9561,1
13,4,244,1,0.2576524913477737,0.9852,1
4,0,69,3,0.9069552232425624,0.0001,0
10,1,215,1,0.5186326753466863,0.0093,0
13,3,224,3,0.7968917388407887,0.6849,1
15,2,227,2,0.8383117521072081,0.1567,0
13,0,102,3,0.7349430985905412,0.0001,0
9,5,117,2,0.39138512442057194,0.9946,1
24,4,124,2,0.8638593938409828,0.9813,1
12,3,256,2,0.7420497533209206,0.7714,1
20,1,270,2,0.7431514434050525,0.0139,0
18,5,124,1,0.9015743271655693,0.9996,1
13,0,290,2,0.5986634724576837,0.0004,0
22,2,171,2,0.5285744299621766,0.0817,0
3,4,115,1,0.8901625575970753,0.9799,1
23,5,0,3,0.45446172816419683,0.9912,1
21,1,183,2,0.8115706960288429,0.0081,0
12,3,193,1,0.05384636044480773,0.5781,1
18,1,290,3,0.001289944456322134,0.0024,0
13,0,215,1,0.5282924896043568,0.0006,0
6,2,8,2,0.07361189381638022,0.0041,0
19,5,170,2,0.9765430134530636,0.9993,1
6,4,222,2,0.005501174039798773,0.8966,1
7,2,148,3,0.7181496364986464,0.0351,0
12,1,128,3,0.24338469578622068,0.0008,0
20,0,242,2,0.9675520052720562,0.0009,0
9,1,183,3,0.38154165062789613,0.0014,0
12,0,204,3,0.02728342626386515,0.0,0
1,1,139,3,0.02693576540878273,0.0003,0
2,4,83,2,0.5533733717246886,0.8696,1
1,0,155,1,0.9867119790312812,0.0005,0
1,0,287,1,0.9797735350457194,0.0014,0
21,3,180,2,0.3372729722892658,0.5557,1
21,1,212,2,0.48270364918889697,0.0054,0
20,2,37,1,0.1004558057978161,0.0295,0
1,0,296,1,0.5221768559917317,0.0006,0
1,1,73,3,0.5997015990482731,0.0006,0
7,2,291,3,0.25106166561132104,0.0449,0
14,4,133,3,0.6121144359151738,0.9369,1
8,2,275,1,0.8996927516962538,0.3752,0
12,3,267,1,0.0009553334234805311,0.6955,1
4,3,226,1,0.22893377430794448,0.6319,1
18,1,274,3,0.20991956332393813,0.0032,0
7,1,182,2,0.12388620303382702,0.001,0
1,2,254,3,0.16610121273710188,0.0211,0
18,0,51,2,0.6259125453653877,0.0001,0
22,4,21,2,0.10269439015064263,0.8145,1
0,3,163,2,0.7385316090207217,0.4587,0
10,1,242,3,0.8870225905583834,0.0064,0
20,2,229,2,0.926587724178369,0.2245,0
17,1,158,2,0.6601758143197008,0.004,0
21,3,156,3,0.19739641063361602,0.3567,0
10,4,182,2,0.08529657553990788,0.899,1
9,0,260,3,0.2320249538069996,0.0001,0
17,2,252,2,0.9619571857850425,0.2447,0
3,0,32,3,0.9623452017507121,0.0,0
5,2,178,2,0.38191888391834206,0.0292,0
15,1,114,2,0.3257915410975506,0.0013,0
16,2,239,1,0.5100105822590654,0.2334,0
2,2,151,2,0.2916880914674007,0.017,0
12,1,297,1,0.9796624516555633,0.049,0
9,2,129,2,0.2212213900245774,0.0174,0
12,4,203,3,0.3691426821827686,0.9368,1
23,4,32,2,0.4293708757001783,0.9067,1
1,0,279,2,0.12506402308116216,0.0001,0
24,2,46,1,0.38282482677012986,0.0659,0
11,5,113,3,0.8567307201019734,0.9972,1
19,3,251,2,0.14036100145675845,0.5797,1
10,1,290,2,0.5840219508261872,0.0073,0
7,3,145,1,0.4066371380600168,0.5916,1
19,0,145,1,0.17053672611745474,0.0002,0
17,0,14,1,0.012336164449205822,0.0,0
3,3,293,3,0.2733433034899002,0.4512,0
17,3,4,3,0.06182896069800192,0.0889,0
18,4,7,1,0.3767684712967352,0.9377,1
9,2,142,1,0.8102098556993457,0.1484,0
23,5,1,3,0.7196852608776124,0.9948,1
16,2,49,2,0.9473837117017669,0.0523,0
8,4,188,1,0.42701541733706916,0.9785,1
0,0,211,2,0.7078013985918528,0.0001,0
16,0,89,1,0.6653417221020202,0.0003,0
5,4,238,1,0.21704630315825957,0.9751,1
18,5,182,2,0.3035825052326585,0.9976,1
13,5,68,3,0.5298295333977603,0.9929,1
11,1,213,3,0.7966573190059218,0.0044,0
4,0,177,1,0.4618127344629326,0.0002,0
17,5,243,2,0.22774153617552728,0.9982,1
4,3,46,3,0.9934656902803698,0.3178,0
10,1,69,3,0.11557880635366846,0.0003,0
20,4,91,3,0.9558889074913278,0.9656,1
23,5,102,1,0.8090462884304888,0.9995,1
24,1,266,1,0.8388935193078518,0.0518,0
23,4,219,1,0.7949175830914994,0.9962,1
13,4,163,1,0.208170941304622,0.9684,1
5,3,162,1,0.6325823773952418,0.7035,1
20,3,265,1,0.7567498124509318,0.9382,1
20,1,134,2,0.7456857921016514,0.0045,0
24,5,67,2,0.2715653705440776,0.995,1
16,5,41,2,0.18111938776368142,0.989,1
3,5,99,1,0.3281229839145492,0.9964,1
12,4,195,1,0.4798444803773918,0.985,1
11,0,141,3,0.5737807470636765,0.0001,0
21,2,126,2,0.8369503623191604,0.0973,0
9,2,144,1,0.769034227704616,0.1403,0
8,5,292,3,0.6761505256665161,0.9989,1
2,3,299,3,0.2634892929427606,0.4463,0
20,3,48,3,0.47888049893494333,0.2736,0
18,0,34,1,0.33543587412796105,0.0001,0
1,4,73,2,0.23492817955053413,0.7553,1
10,2,255,3,0.010245360383479452,0.0244,0
11,0,137,3,0.3394619705706906,0.0,0
11,5,259,1,0.2561162677146215,0.9993,1
22,1,194,3,0.5719023269668166,0.0042,0
3,0,165,2,0.0623017702837122,0.0,0
7,0,84,2,0.2705195967102011,0.0,0
4,2,103,2,0.044769489988415345,0.0077,0
6,0,44,3,0.641417904513436,0.0,0
22,5,155,1,0.5681895585686249,0.9995,1
23,3,84,2,0.3374800230744732,0.3832,0
1,1,87,3,0.1473346004355438,0.0003,0
15,0,11,2,0.9579198327687352,0.0001,0
5,2,239,1,0.5843924473886134,0.1693,0
4,0,281,1,0.6791133665720679,0.0008,0
7,5,149,2,0.5313487532694519,0.9965,1
4,1,160,3,0.806533247646205,0.002,0
12,2,277,2,0.8963800495481213,0.2142,0
24,0,153,3,0.3827105435976298,0.0001,0
14,0,186,2,0.6900253122306106,0.0002,0
18,1,128,2,0.22988748454639696,0.0014,0
12,0,154,1,0.6518550471620385,0.0004,0
0,4,156,2,0.39915562997655263,0.8906,1
2,5,213,1,0.006781599401304961,0.9972,1
6,5,181,3,0.9555278684226207,0.9983,1
6,1,151,1,0.8684415455387189,0.009,0
21,4,22,3,0.2908365503460284,0.8147,1
21,3,271,1,0.9977573142328605,0.9645,1
21,0,266,2,0.3171276745565341,0.0003,0
15,0,55,1,0.45884418645907477,0.0001,0
13,3,87,1,0.8512590261744171,0.7458,1
16,2,292,3,0.30459635132804086,0.0764,0
10,0,96,1,0.45054028438750005,0.0002,0
16,5,243,2,0.6655871671232555,0.9992,1
19,4,235,3,0.13046755477242822,0.9445,1
19,3,258,2,0.4223503686917177,0.7199,1
15,5,4,1,0.3094099373616265,0.9955,1
1,5,144,2,0.676774305864818,0.9963,1
18,5,169,2,0.1359693900603718,0.9962,1
9,1,251,1,0.2327314791009374,0.0067,0
18,5,67,1,0.7113762037524828,0.999,1
13,3,92,2,0.1562243697241148,0.2189,0
22,4,53,2,0.4220192622398897,0.9157,1
8,5,228,1,0.7128807220926188,0.9996,1
23,0,299,2,0.7654683844300053,0.0011,0
21,2,42,2,0.09488117867166845,0.012,0
8,0,69,1,0.8519956094194782,0.0002,0
12,1,92,2,0.7239723011299664,0.0021,0
13,2,266,3,0.33929458869331375,0.0579,0
19,5,133,2,0.76380285233024,0.9986,1
17,5,84,2,0.728298865340659,0.9975,1
21,2,96,3,0.6008912265083856,0.0362,0
9,1,179,2,0.5584811734058444,0.0026,0
12,3,116,1,0.7347034888995855,0.7379,1
10,5,42,2,0.9992599017054545,0.9971,1
22,5,246,2,0.5785522493158853,0.9993,1
7,1,126,2,0.808717871762248,0.0025,0
14,1,77,1,0.7442737173155829,0.0056,0
3,4,218,1,0.8558084020338257,0.9908,1
21,1,223,2,0.9545248613841384,0.015,0
9,1,46,3,0.1930832074608152,0.0003,0
8,0,22,3,0.1654596363951163,0.0,0
14,2,13,3,0.5863518284149009,0.0127,0
12,2,229,1,0.44929506288650445,0.1688,0
21,3,187,2,0.5707226929191692,0.6789,1
13,1,237,2,0.7980427344855086,0.0083,0
12,4,187,2,0.9317144800492464,0.9824,1
2,4,120,2,0.41741582519855813,0.8737,1
0,2,176,2,0.7179326455436245,0.0432,0
9,1,216,1,0.19679918784140937,0.0047,0
24,3,119,3,0.5345519493545235,0.4816,0
22,4,274,3,0.021804777780519924,0.9566,1
15,2,269,1,0.503750567133097,0.2686,0
